image,caption
3197891333_b1b0fd1702.jpg,startseq family of people four children pose in front of brick fireplace with white endseq#startseq family poses in front of the fireplace and christmas tree endseq#startseq family posing by the and christmas tree endseq#startseq happy family poses by the fireplace endseq#startseq two and four kids pose for family picture endseq
3119887967_271a097464.jpg,startseq man in sweater pointing at the camera endseq#startseq one man is posing with arms outstretched and finger while another stares from behind him endseq#startseq the man in the black hat stands behind the man who is pointing his finger endseq#startseq two men look toward the camera while the one in front points his finger endseq#startseq two men one wearing black hat while the one in front points standing in hallway endseq
2276499757_b44dc6f8ce.jpg,startseq dog looks at the brown dog his area endseq#startseq large brown dog is looking at medium sized black dog endseq#startseq small black dog looks at larger brown dog in grassy field endseq#startseq the big brown dog looks at the small black dog in tall grass endseq#startseq there is big dog looking at little dog endseq
2506892928_7e79bec613.jpg,startseq three children in field with white flowers endseq#startseq three children one with stuffed in field of flowers endseq#startseq three children play in the garden endseq#startseq three children pose among endseq#startseq three kids with toy cat in garden endseq
2187222896_c206d63396.jpg,startseq boy in red shirt in front of long blue wall raises his at the camera endseq#startseq boy in red shirt with stripes standing near blue brick wall with signs endseq#startseq an african american boy stands in front of blue building in the space endseq#startseq the boy in the orange shirt looks backwards endseq#startseq the boy in the red shirt is next to blue wall endseq
2826769554_85c90864c9.jpg,startseq brown dog is carrying wet stick on the shore of the ocean endseq#startseq dog bounds across the sandy beach with stick in his mouth and water splashing off his paws endseq#startseq wet blond dog carries stick on the shore endseq#startseq the dog is running along the beach next to the ocean with stick in its mouth endseq#startseq the wet brown dog has stick in his mouth and is running in the sand next to the water endseq
3097196395_ec06075389.jpg,startseq two dogs are racing on endseq#startseq two dogs race across the track endseq#startseq two greyhounds race endseq#startseq two greyhounds with muzzles race along the inside curb of dirt track endseq#startseq two racing dogs run around track endseq
3603116579_4a28a932e2.jpg,startseq baseball pitcher with on his shirt throws the ball endseq#startseq baseball player in black and orange shirt and with glove on the ball endseq#startseq male dressed in sports outfit tries to catch baseball endseq#startseq man playing baseball endseq#startseq the baseball player is running after the ball endseq
3339263085_6db9fd0981.jpg,startseq brown dog wades through water and walks toward rock endseq#startseq dog has through shallow water to reach rock endseq#startseq light brown dog is splashing in the water with its endseq#startseq small brown dog is about ready to the water after swim endseq#startseq yellow dog in shallow water endseq
2532262109_87429a2cae.jpg,startseq group of girls in school uniforms are standing together and waiting to cross the street while one girl takes picture endseq#startseq group of people are standing together outside as one takes photograph endseq#startseq group of school girls are standing together while one is taking pictures endseq#startseq group of young women stand together endseq#startseq girls in school uniforms endseq
2076906555_c20dc082db.jpg,startseq boy wearing jean jacket with his hand on his chest smiling at the camera endseq#startseq boy with nose and writing on his hands is standing in video store endseq#startseq boy with writing on his hand is standing in store endseq#startseq young man in jean jacket smiles for the camera inside store endseq#startseq young man with denim jacket and writing on his hand smiles in front of full of endseq
2502007071_82a8c639cf.jpg,startseq group of people in front of house endseq#startseq man in stripes woman in sunglasses and child in blue hat in front of brick building endseq#startseq woman in sunglasses and blue flowered shirt stands while boy and man sit nearby endseq#startseq woman wearing sunglasses and flowered shirt looks to the left endseq#startseq three adults and one child are waiting outside of building school endseq
3113769557_9edbb8275c.jpg,startseq woman stands in front of display case and another woman looks at camera endseq#startseq woman stands tall in front of glass display while another woman takes picture of something endseq#startseq woman stands with her arms out at her sides while another takes picture endseq#startseq woman stands with her arms out in store while another woman holds camera endseq#startseq one woman is taking picture and another woman is standing sideways with her arm out endseq
3325974730_3ee192e4ff.jpg,startseq snowboarder jumps high into the air off of snowy ramp endseq#startseq snowboarder jumps off ramp endseq#startseq man on snowboard performing trick high in the air endseq#startseq person in purple coat making jump on snowboard endseq#startseq snowboarder jumps off high ramp over icy landscape endseq
1655781989_b15ab4cbff.jpg,startseq group of mountain climbers endseq#startseq group of people walking in line through the snow toward mountain endseq#startseq line of people are making their way through snow covered mountains endseq#startseq people are walking through snow covered field with mountain the background endseq#startseq people facing mountains in the snow endseq
1662261486_db967930de.jpg,startseq black and white dog is jumping through black and white hoop endseq#startseq black and white dog jumps through black and white hoop endseq#startseq brown and white dog jumping through black and white hoop endseq#startseq dog jumping through black and white hoop endseq#startseq dog jumping through ring endseq
2410562803_56ec09f41c.jpg,startseq girl using laptop another girl and boy looking at his cellphone endseq#startseq group of people sit against building and endseq#startseq three people sit near street endseq#startseq three people sitting in front of store on bench endseq#startseq three young people sit outside and with endseq
2469498117_b4543e1460.jpg,startseq dog races while wearing number endseq#startseq greyhound wearing muzzle and the number six on yellow jacket is running on dog track endseq#startseq muzzle greyhound dog running on track endseq#startseq tan greyhound wearing gold shirt with number on it runs down track endseq#startseq greyhound leaping in race with yellow jacket endseq
69710415_5c2bfb1058.jpg,startseq group of people stand at the edge of cliff over the ocean endseq#startseq group of three boy rest on overlooking the ocean endseq#startseq three men stand on cliff overlooking lake endseq#startseq three are on top of cliff overlooking the ocean endseq#startseq two men are sitting on rock near the ocean with another man standing nearby endseq
3414734842_beb543f400.jpg,startseq couple holding hands and another woman are walking down wooded trail endseq#startseq couple holding hands and woman standing beside them pose on tree lined dirt road endseq#startseq three friends on in the forest endseq#startseq three people stand on path through the woods endseq#startseq two women and man posing on rural endseq
3006217970_90b42e6b27.jpg,startseq car by is smoking its tires on wet road endseq#startseq race car drives along track in the rain endseq#startseq racing car is driving around wet track with its on endseq#startseq small race car with advertising is driving on track endseq#startseq race car is driving with lights on wet endseq
2192411521_9c7e488c5e.jpg,startseq bearded man wearing bandanna is pointing his finger whilst riding bicycle endseq#startseq man bicycles down the street and points his finger endseq#startseq man holds an object with his hand while riding his bike down the street endseq#startseq man with long hair riding bicycle gives the peace sign endseq#startseq man in blue shirt and black cap riding bike down street peace endseq
3535879138_9281dc83d5.jpg,startseq crowd of people waving red flags are passing under bridge endseq#startseq group of people walk down the street carrying red flags endseq#startseq large group of people walking down street some carrying flags or endseq#startseq many people walking together on pavement near brick building with other people looking on endseq#startseq many people walk in the street endseq
2685788323_ceab14534a.jpg,startseq man in sunglasses gets ready to pull chair out to sit down for his meal endseq#startseq man wearing sunglasses stands by table at cafe endseq#startseq man about to pull out chair and sit down at restaurant endseq#startseq man at getting ready to sit down endseq#startseq the large man seat at restaurant endseq
3465606652_f380a38050.jpg,startseq boy holding racket is standing in the grass endseq#startseq boy in purple shirt and blue jeans is standing in the grass holding round toy with endseq#startseq boy with racket in his backyard endseq#startseq boy walks through the lawn endseq#startseq child in purple clothing is playing with toy inside yard with other toys and fence endseq
2599131872_65789d86d5.jpg,startseq two blond girls are playing together endseq#startseq two girls enjoy themselves whilst wind blows through their hair endseq#startseq two girls with long hair jumping on trampoline endseq#startseq two little blonde girls their hair endseq#startseq two little girls are playing on trampoline endseq
2244613488_4d1f9edb33.jpg,startseq four bicyclists ride along dirt road between two wire endseq#startseq four cyclists on country trail are passing by an endseq#startseq the four bicyclists are riding through the desert endseq#startseq three bikers bike across the dry land endseq#startseq three cyclists ride near mountain endseq
2738077433_10e6264b6f.jpg,startseq dog climbing steep dirt hill endseq#startseq dog climbs hill endseq#startseq climbing steep hill endseq#startseq light brown dog is running up endseq#startseq light dog climbing wall of dirt endseq
3537201804_ce07aff237.jpg,startseq child spins on merrygoround endseq#startseq are playing on go round as adults on bench watch them endseq#startseq children play on merrygoround as adults look on from bench endseq#startseq watch as their children enjoy the spinning merrygoround endseq#startseq two kids sit in the middle of playground toy that spins around them endseq
1597557856_30640e0b43.jpg,startseq brown dog is jumping up at woman who is wearing brown skirt endseq#startseq golden retriever is woman as little dog walks towards the camera endseq#startseq tan dog jumping up at woman in skirt and black and tan dog walking away endseq#startseq yellow dog jumps to woman endseq#startseq one dog is jumping at the lady while the other walks away endseq
3357194782_c261bb6cbf.jpg,startseq man in the of bus looking endseq#startseq man standing at the door of vehicle with another sitting out the window endseq#startseq people ride bus or endseq#startseq some people riding an old bus endseq#startseq three on train car endseq
3682038869_585075b5ff.jpg,startseq little girl is out from behind tree endseq#startseq little girl out from behind tree endseq#startseq young girl behind tree in forest endseq#startseq young girl out from behind tree in wooded area endseq#startseq young girl wearing striped dress out from behind tree endseq
236474697_0c73dd5d8b.jpg,startseq group of people hold drinks and point at the camera endseq#startseq group of people are holding up drinks and pointing to the camera endseq#startseq group of young people holding bottles and pointing at the camera endseq#startseq several young people posing for this photo holding endseq#startseq young adults stand pointing at the person taking the picture endseq
2641288004_30ce961211.jpg,startseq collie jumps over bed with tennis ball in its mouth endseq#startseq dog jumping with ball in its mouth endseq#startseq dog jumps on bed and catches green toy endseq#startseq collie jumps in the air and catches tennis ball endseq#startseq the black and white dog jumps with tennis ball in its mouth endseq
267164457_2e8b4d30aa.jpg,startseq climber walks along snowy peak endseq#startseq man climbs over snow covered rocks by shore endseq#startseq man is standing on snowcapped mountain endseq#startseq person hikes down snowy mountain endseq#startseq there man on top of an snow covered mountain with lake behind him endseq
2453891449_fedb277908.jpg,startseq white dog chasing black dog across the grass endseq#startseq white dog is following black dog through the grassy area endseq#startseq there are two dogs black and white and the black one is jumping endseq#startseq two dogs running in grassy fenced in area surrounded by trees endseq#startseq two dogs running through yard with forest in the distance endseq
281419391_522557ce27.jpg,startseq black race car spins its tires while smoke comes out endseq#startseq black race car up in front of crowd of people endseq#startseq broken down car during race endseq#startseq race car smoking very on the racetrack endseq#startseq red race car leaves smoke behind it in front of crowd endseq
354999632_915ea81e53.jpg,startseq person behind some bags inside an endseq#startseq snowy cave full of luggage endseq#startseq inside the the young man gets ready for his endseq#startseq some backpacks up in an ice cave with person dressed in black in the background endseq#startseq there is something visible through the hole in the wall endseq
3109136206_f7d201b368.jpg,startseq brown dog drinks from body of water endseq#startseq brown dog is starting to walk into water endseq#startseq brown dog steps into murky water endseq#startseq dog getting into some water endseq#startseq dog putting his legs into endseq
2281054343_95d6d3b882.jpg,startseq man wearing black hat is walking through busy city street endseq#startseq silhouette of man in hat on busy city street endseq#startseq person with black hat and black coat near buildings with signs endseq#startseq three people in crowded city area endseq#startseq is shot of man with his back turned in city endseq
3296584432_bef3c965a3.jpg,startseq brown dog chases something man behind him on the beach endseq#startseq man and dog on the beach endseq#startseq man is with dog that is running in the opposite direction endseq#startseq man playing fetch with his dog on beach endseq#startseq man walking behind running dog on the beach endseq
3526431764_056d2c61dc.jpg,startseq woman taking photo standing next to tall man and in front of another man who is also taking photo endseq#startseq three people are outdoors taking pictures endseq#startseq three people holding are standing on dirt trail with grass on the side of it endseq#startseq three people taking pictures with their endseq#startseq two people are taking pictures while third is holding camera endseq
3549997413_01388dece0.jpg,startseq man is skiing down mountain with another large mountain behind him and river between the mountains endseq#startseq man is skiing down snowy hill with large mountain in the background endseq#startseq man skiing down snow covered mountain endseq#startseq person skis down snowy mountain endseq#startseq skier goes down hill with mountain as endseq
143688895_e837c3bc76.jpg,startseq boy climbing rock face endseq#startseq climber is standing on the rock face next to the pink rope endseq#startseq man climbing cliff with rope endseq#startseq man climbs steep rocks endseq#startseq man rock climbing in the forest surrounded by light endseq
2495394666_2ef6c37519.jpg,startseq brown dog is standing in lake endseq#startseq brown dog is swimming in creek endseq#startseq dog swimming in pond endseq#startseq dog swimming in body of water endseq#startseq the brown dog is swimming in the water endseq
3384742888_85230c34d5.jpg,startseq dog plays with toy in the grass endseq#startseq playfully rolls over he grass with toy endseq#startseq black and tan dog playing with toy and rolling on the grass endseq#startseq dog chewing up ball while rolling in grass endseq#startseq the dog is resting after game of fetch endseq
1160034462_16b38174fe.jpg,startseq elderly man in straw hat is sitting on bench endseq#startseq elderly man sits alone on park bench endseq#startseq an old man in straw hat sits on park bench endseq#startseq the old man in the brown hat is sitting on the bench endseq#startseq white haired man in gray sweater and straw hat sitting on bench under tree endseq
334768700_51c439b9ee.jpg,startseq man in red tshirt with beard playing the guitar in park endseq#startseq man in red shirt plays guitar in park endseq#startseq man is sitting and playing guitar on the grass endseq#startseq man sitting in the grass playing his guitar wearing red shirt endseq#startseq man wearing red plays his guitar on the grass endseq
412101267_7257e6d8c0.jpg,startseq two black dogs are jumping and playing with yellow tennis ball in the snow endseq#startseq two dog play in the snow endseq#startseq two dogs one with tennis ball in his mouth play together in the snow endseq#startseq two dogs playing with ball in the snow endseq#startseq two dogs play with tennis ball in the snow endseq
2623939135_0cd02ffa5d.jpg,startseq an woman holds above her head endseq#startseq woman in dress raises her arm over her head endseq#startseq woman is looking at the while taking off her hat endseq#startseq woman looking up towards wide ring she is holding over her head drink in her other hand endseq#startseq woman looking with her hand above her head endseq
3043266735_904dda6ded.jpg,startseq an elderly person with white hat is reading book endseq#startseq an woman in hat and scarf is looking through book she has in her hands endseq#startseq an older woman wearing hat reads book endseq#startseq an old lady book endseq#startseq woman in white hat reading book endseq
3034585889_388d6ffcc0.jpg,startseq on catches motocross bike on its side after while another races by endseq#startseq man on dirt bike away while another one to the ground and third man in yellow jacket looks on endseq#startseq man on motorcycle making tight turn endseq#startseq person is riding their motorbike and person in bright yellow jacket is watching someone fall off their bike endseq#startseq bike rider is looking at of other sports bike rider endseq
2069279767_fb32bfb2de.jpg,startseq the men are climbing endseq#startseq two men are lying in red on the side of mountain endseq#startseq two men are sleeping on on the side of cliff endseq#startseq two men in hanging from cliff endseq#startseq two mountain climbers are smiling on the mountainside endseq
2593406865_ab98490c1f.jpg,startseq skateboarder jumps off his skateboard in midair in of landing back on it endseq#startseq teenage boy is performing trick with his skateboard endseq#startseq young man is flipping skateboard during trick endseq#startseq young skateboarder doing tricks in the air endseq#startseq the man is performing trick on skateboard near onlookers endseq
432167214_c17fcc1a2d.jpg,startseq dark colored man is holding protest banner in busy city street with people staring from behind endseq#startseq man in blue and yellow jacket holding sign stands in street with people behind him on the sidewalk endseq#startseq man is holding endseq#startseq man wearing hat holding sign with writing on it endseq#startseq man standing on the street holding endseq
305749904_54a612fd1a.jpg,startseq man is wearing blue shirt with the on it endseq#startseq man is wearing shirt that reads with an image of baby and bear endseq#startseq man wears tshirt showing baby stuffed bear endseq#startseq person wearing blue shirt has his back to the camera endseq#startseq the man is wearing blue shirt endseq
2780087302_6a77658cbf.jpg,startseq man in black shirt sits on stool while trying to stuffed animals endseq#startseq man is outside various toys endseq#startseq vendor children toys as walk by endseq#startseq vendor inflatable toys and stuffed animals on the sidewalk endseq#startseq man sits on stool beside toys endseq
3051998298_38da5746fa.jpg,startseq guy in blue and yellow shorts jumping into pool endseq#startseq man catches football in midair while jumping into pool endseq#startseq man in swim trunks is jumping into pool while in strange pose endseq#startseq in covered pool endseq#startseq people are diving into swimming pool endseq
1574401950_6bedc0d29b.jpg,startseq boy jumps from the top of blue plastic slide endseq#startseq child jumps over the slide of playground equipment by trees endseq#startseq little boy in striped shirt jumps from blue slide endseq#startseq little boy is jumping off the top of slide endseq#startseq young boy jumps on slide in backyard endseq
539493431_744eb1abaa.jpg,startseq man is playing with fire in the day light endseq#startseq man fire endseq#startseq man stands near playground endseq#startseq man throws flames outside endseq#startseq the guy is holding black stick in front of playground endseq
3524436870_7670df68e8.jpg,startseq brown dog playing with bubbles endseq#startseq brown dog walking across lawn as bubbles float by endseq#startseq dark brown dog is looking at bubbles while walking on green grass endseq#startseq dog catching bubbles on the grass endseq#startseq the brown dog is chasing and bubbles endseq
2081446176_f97dc76951.jpg,startseq guy with scarf and endseq#startseq man in black and white cap and scarf endseq#startseq man wearing scarf and hat is smiling endseq#startseq person wearing hat and scarf looks to the right endseq#startseq the man has on top of his hat endseq
2265367960_7928c5642f.jpg,startseq boy sitting down smiling for the picture endseq#startseq child holding some shoes endseq#startseq child in blue and wearing hat smiles endseq#startseq young boy smiling and holding sandals endseq#startseq the boy is wearing hat and holding sandals endseq
460350019_af60511a3b.jpg,startseq black dog and woman in red shirt playing tug of war endseq#startseq dog is pulling on one end of rope and girl is pulling on the other endseq#startseq woman plays with her black dog in brown landscape surrounded by trees endseq#startseq woman plays with her dog outside endseq#startseq woman and dog playing endseq
2976946039_fb9147908d.jpg,startseq group of people surf on very large wave endseq#startseq group of surfers catching wave endseq#startseq people surfing and attempting to surf in the ocean on big wave endseq#startseq several people are surfing on wave in the sea endseq#startseq surfers on huge ocean wave at sunset endseq
2308108566_2cba6bca53.jpg,startseq man rides bike on dirt path endseq#startseq person biking through the woods endseq#startseq person along muddy trail endseq#startseq dirt bike rider riding down the slope endseq#startseq person rides dirt bike down dirt hill endseq
3367758711_a8c09607ac.jpg,startseq there are two women crossing the street in front of two endseq#startseq two women in are past endseq#startseq two women walk in front of bus to cross the road endseq#startseq two women walk on the street in front of two endseq#startseq two women with their heads covered crossing the road in front of endseq
3666056567_661e25f54c.jpg,startseq group of people walk down city street at night endseq#startseq group of people walking down the street with one on the phone in green hat endseq#startseq four people are walking along city sidewalk while the one in the green hat talks on cellphone endseq#startseq four people are walking on sidewalk endseq#startseq four people walk down sidewalk at endseq
3099264059_21653e2536.jpg,startseq skateboarder is jumping almost as high as building endseq#startseq snowboarder jumping off tall brick building endseq#startseq snowboarder jumps over pile of snow endseq#startseq snowboarder jumps off rail over endseq#startseq the snowboarder is doing stunt high in the air at night endseq
2988439935_7cea05bc48.jpg,startseq man in red soccer uniform getting ready to kick the ball endseq#startseq man in red uniform plays in soccer game endseq#startseq man in red uniform runs towards soccer ball on field endseq#startseq player in red uniform gets ready to kick the ball during soccer match as the crowd watches endseq#startseq soccer player in red uniform runs after soccer ball endseq
241345864_138471c9ea.jpg,startseq boy cheerleader has girl cheerleader on his knee endseq#startseq female cheerleader sits on the knee of male cheerleader endseq#startseq cheerleaders taking break endseq#startseq the cheerleader in red and white is sitting on the knee of man also wearing red and white endseq#startseq two cheerleaders are sitting at football game endseq
3019199755_a984bc21b1.jpg,startseq driver is at the wheel of race car endseq#startseq man inside red race car gives thumbs up sign endseq#startseq man is in red race car while another man is at the back of it endseq#startseq man is smiling whilst sitting inside red racing car endseq#startseq race car driver smiles and gives the thumbs up before race endseq
3201594926_cd2009eb13.jpg,startseq girl wearing white polka and black boots walks and woman in blue outfit walks behind her endseq#startseq young woman down the street with woman in walks behind her endseq#startseq woman in boots with big purse walks down the street followed by woman in blue endseq#startseq woman walks with her big purse endseq#startseq women walk down the street endseq
2540751930_d71c7f5622.jpg,startseq man and woman walk away from the camera as redheaded man walks in the other direction endseq#startseq walk on sidewalk next to grassy wooded field endseq#startseq people are walking around park area endseq#startseq people around in grassy area with trees endseq#startseq young adults dressed walk around in field endseq
1475046848_831245fc64.jpg,startseq blonde woman in blue shorts walks on the beach carrying her shoes endseq#startseq woman in blue shorts is carrying her shoes whilst walking on the beach next to the ocean endseq#startseq blond woman with blue shorts walks along beach carrying shoes in one hand endseq#startseq woman carrying her shoes on beach endseq#startseq woman in blue shorts walking barefoot on the beac endseq
2877637572_641cd29901.jpg,startseq puppy yellow ring chew toy in the yard endseq#startseq puppy is running across the grass with yellow toy in its mouth endseq#startseq tan dog is running through the grass with yellow toy in its mouth endseq#startseq tan dog with red collar runs with yellow toy in its mouth endseq#startseq fluffy golden puppy holding yellow in mouth while running through gras endseq
1308472581_9961782889.jpg,startseq boy in blue shirt splashing in water under dock endseq#startseq laughing girl holding bucket splashes in the ocean endseq#startseq young girl plays under pier with blue bucket endseq#startseq girls with blue bucket is playing and splashing in the ocean water endseq#startseq the girl with the blue bucket splashes beneath the pier endseq
2282260240_55387258de.jpg,startseq little girl dances in room with balloons on the floor endseq#startseq young girl dancing in her on wooden floor with pink balloons endseq#startseq child with pink on head dancing surrounded by balloons endseq#startseq little girl in brown shirt and skirt dances on wood floor endseq#startseq the blond girl is dancing inside house endseq
2363419943_717e6b119d.jpg,startseq lady and her little girl are holding hands and walking up the sidewalk endseq#startseq mother and child run hand in hand through in an american city endseq#startseq woman and child both wearing red outfits walking up street endseq#startseq child in red holding the hand of person in red coat walking on sidewalk under endseq#startseq woman and little girl wearing red in asian are endseq
392976422_c8d0514bc3.jpg,startseq boy in blue shirt is walking along tan and blue wall endseq#startseq boy in stripes walking along ledge endseq#startseq boy scales the wall endseq#startseq child in striped shirt is walking along wall endseq#startseq boy in striped tshirt walking along ledge endseq
103205630_682ca7285b.jpg,startseq tent is being set up on the ice endseq#startseq two men are about to an ice fishing tent on snow covered lake endseq#startseq two men setting up blue ice fishing on an over lake endseq#startseq two men standing on an ice looking into something covered with blue endseq#startseq two people standing outside blue tent structure on snowy surface endseq
1347519824_e402241e4f.jpg,startseq few girls with green foam statue of hats on train endseq#startseq some young adults are wearing green foam of endseq#startseq some young people take of each other while in endseq#startseq three woman with statue of hats and taking picture endseq#startseq two woman wearing statue of hats get their picture taken in subway endseq
584484388_0eeb36d03d.jpg,startseq two brown dogs are playing with red ball endseq#startseq two brown dogs fight over red ball while playing in the grass endseq#startseq two brown dogs run over the grass carrying red toy endseq#startseq two play with red ball endseq#startseq two little dogs are running on the grass carrying red ball between them endseq
2460823604_7f6f786b1c.jpg,startseq boy baseball player in green and yellow jersey leaps for the ball endseq#startseq boy chasing baseball endseq#startseq little boy playing baseball goes for the ball on the ground endseq#startseq young boy dives to catch the ball during baseball game endseq#startseq the boy in the green and yellow shirt has glove on and is going towards the ball endseq
121800200_bef08fae5f.jpg,startseq group of climbers up sheer rock face endseq#startseq group of rock climbers climb rock wall in forest endseq#startseq many people are climbing the mountain surrounded by green trees endseq#startseq people at distance trying to climb cliff endseq#startseq the flat side of large rocky mountain endseq
2422302286_385725e3cf.jpg,startseq child sits in plastic toy car endseq#startseq little kid in toy car endseq#startseq small girl riding in play car endseq#startseq there is child in red and yellow toy car endseq#startseq the small child is sitting in red and yellow toy car endseq
3183883750_b6acc40397.jpg,startseq two girls hold up reading what this is endseq#startseq two kids smiling and holding endseq#startseq two people pose for holding that says what this is endseq#startseq two people smile at the camera while holding sign endseq#startseq two teenage girls hold to as they smile endseq
3091912922_0d6ebc8f6a.jpg,startseq dog runs holding yellow dog toy in fall bench in the background endseq#startseq dog runs with yellow toy in its mouth endseq#startseq tan dog running through the grass with toy in his mouth endseq#startseq the brown dog is running through the grass with yellow toy in its mouth endseq#startseq the tan colored dog has yellow toy in its mouth endseq
2787868417_810985234d.jpg,startseq blond girl in pink bathing suit running through the sprinklers endseq#startseq girl in pink runs through sprinkler endseq#startseq girl runs through sprinklers on lawn endseq#startseq little girl in pink in running through sprinkler endseq#startseq little girl wearing pink dress is running across the grass endseq
3670075789_92ea9a183a.jpg,startseq child is sliding into small pool endseq#startseq girl in child swimming pool endseq#startseq little girl is sliding down short slide into an inflatable paddling pool endseq#startseq girl splashing in kiddie pool endseq#startseq the girl is sliding into white kiddie pool endseq
3329169877_175cb16845.jpg,startseq lone snowboarder wearing white jacket jumping into the air on the snowy mountains endseq#startseq snowboarder flies through the air in front of trees endseq#startseq snowboarder gets some air endseq#startseq snowboarder in green pants and white jacket is jumping high in the air endseq#startseq someone in green pants is on white snowboard in the air endseq
751074141_feafc7b16c.jpg,startseq boy being pulled on shovel endseq#startseq happy child play in the of shovel by chair in grassy backyard endseq#startseq little boy in red flowered shorts is sitting on shovel endseq#startseq little boy smiling and riding in shovel endseq#startseq small boy in red shorts with blue flowers sitting on shovel in the grass near tan chair endseq
3445428367_25bafffe75.jpg,startseq person is standing on brick ledge taking picture of something in the distance endseq#startseq woman takes photograph endseq#startseq woman with long hair pointing her camera as she stands on brick wall endseq#startseq the woman is holding camera and standing on brick wall endseq#startseq woman standing on brick wall and taking endseq
3542418447_7c337360d6.jpg,startseq black dog and brown dog with yellow foam soccer ball toy on grassy field endseq#startseq brown dog and black dog playing with yellow soccer ball endseq#startseq two dogs on lawn play with plastic toy in photograph endseq#startseq two dogs one brown one black with yellow toy black dog has mouth open and brown dog has the toy endseq#startseq two dogs run to catch yellow soccer ball endseq
2730819220_b58af1119a.jpg,startseq little girl up at the bottom of the slide endseq#startseq little girl is just reaching the bottom of playground slide endseq#startseq little girl at the bottom of slide endseq#startseq young girl reaches the bottom of slide endseq#startseq young girl ing down tan plastic endseq
